('action_bottom', 'auditory_top')	('action_top', 'auditory_top')	('action_bottom', 'auditory_bottom')	('action_top', 'auditory_bottom')	average_similarity	average_std
Journalist	Klaviatur	Grabmal	Werkstück	0.5983779961930482	0.155527589351446	
Beitrag	Vibrieren	Kotflügel	Bleistift	0.5983497926602012	0.20944304680549966	
Showmaster	Taktstock	Schriftzug	Bleistift	0.5982982539616125	0.2643622374498573	
Sandmännchen	Motorsäge	Blütenblatt	Knetmasse	0.5982680680474713	0.2214291426320578	
Schrei	Schlag	Busen	Weben	0.5982171636067658	0.09767388173851392	
Zeichentrick	Vibrieren	Kleinode	Accessoire	0.5981136645978039	0.15273444631598074	
Trinkspruch	Streicheln	Nußschale	Besteck	0.5980955991733321	0.21547934065398655	
Papagei	Schlag	Schwanz	Zaumzeug	0.5980421633776883	0.1811000431378799	
Telegraf	Klaviatur	Vestibül	Textile	0.5980290513117769	0.2624685680604886	
Hooligan	Schlagwerk	Ringbahn	Säbel	0.5979691661631366	0.12857535117226465	
Sandmännchen	Taktstock	Antlitz	Einrad	0.5979602219879411	0.25548011820694366	
Anführer	Schlagstock	Pentagon	Widerhaken	0.5979206354992233	0.24692952724216458	
Sandmännchen	Vibrieren	Eiermann	Anfertigen	0.5978495166917619	0.11090929389066806	
Vogel	Taktstock	Zifferblatt	Schuhwerk	0.5976866666664901	0.26278266682537266	
Clown	Schlagstock	Raupe	Karton	0.5976860076323476	0.2407332067478427	
Schuljunge	Motorsäge	Sombrero	Strickjacke	0.5976859742791744	0.10363282479135696	
Musikbox	Motorsäge	Schal	Strick	0.5976642819134139	0.16013529405781413	
Musikbox	Schlagstock	Barett	Spülkasten	0.597651755961614	0.1517951544406342	
Ohrwurm	Anschlag	Gift	Kicks	0.5974321617272336	0.12414457209633661	
Ventil	Anschlag	Keil	Knie	0.5972245498088834	0.0505142097672755	
Sprechchor	Schlagwerk	Rinnstein	Keilriemen	0.5971499344405901	0.15050799804925274	
Ohr	Klöppel	Trog	Garn	0.5968861743826178	0.13367085874831766	
Extremist	Fußtritt	Riß	Bolzen	0.5968630670046924	0.13981865528509876	
Gezwitscher	Vibrieren	Kaschemme	Aufhängen	0.5967073783286789	0.17424051900792278	
Bombenleger	Hämmern	Spinnentier	Fausthieb	0.5966039912715865	0.1704241803830985	
Papagei	Motorsäge	Stirnlampe	Strickjacke	0.5964844540136238	0.22137738287451375	
Kanzlerin	Vibrieren	Starterin	Riemen	0.5964734658900542	0.046925325274219186	
Aufzug	Vibrieren	Schirm	Schaft	0.5964672113297905	0.19673697165605672	
Lautsprecher	Klöppel	Zifferblatt	Schreibfeder	0.5964455601684063	0.13267761800629455	
Trommler	Klopfen	Amulett	Hacke	0.5964390021529761	0.19358674745278068	
Anführer	Anschlag	Brückenkopf	Steigeisen	0.5964259772980526	0.08625294859095493	
Sängerin	Tanz	Zentrum	Knobeln	0.596388572707566	0.19312199055089313	
Trauergast	Hämmern	Stammheimer	Stichsäge	0.5962796056244913	0.2562840920386646	
Sinto	Anschlag	Kokain	Bolzen	0.5962218494193928	0.1874120448865019	
Clown	Schlagstock	Fleck	Strick	0.5961394059123881	0.2437970991996459	
Eule	Klatschen	Rumpf	Ball	0.596129664609097	0.16438481564397883	
Protestler	Fußtritt	Gekreuzigte	Ellbogen	0.5960872070731994	0.160341418124928	
Kollege	Klopfen	Tagebuch	Hand	0.5960572940166932	0.18476340588224507	
Papagei	Motorsäge	Mütze	Stange	0.596020717858019	0.14073235022172426	
Funkgerät	Schlagstock	Dachboden	Fingernagel	0.5959260764906297	0.1296694898126076	
Liederhalle	Nachschlag	Schienenbahn	Schrubber	0.5958793797960192	0.20799950883709656	
Saal	Tanz	Fernglas	Vorhängen	0.5958692134933252	0.19172306188389665	
Sandmännchen	Taktstock	Sommerkleid	Schuhkarton	0.595853769410674	0.2744643564386701	
Sprechchor	Klaviatur	Querkopf	Stichsäge	0.5957657565949805	0.16887783907218798	
Trinkspruch	Klöppel	Schlafmütze	Schraubstock	0.5957437867903382	0.15620475915766951	
Vogel	Motorsäge	Kragen	Handfläche	0.5956033642045203	0.1895710172569103	
Zeichentrick	Rohrstock	Nachthemd	Halterung	0.5955284193180644	0.2098839572193599	
Clown	Schlagstock	Erdkugel	Kelle	0.5954316196936985	0.14784735740849242	
Tonleiter	Klaviatur	Hüttenwerk	Abrollen	0.5953361768371838	0.1558835179699984	
Papagei	Tanz	Pudel	Ball	0.5952958238046381	0.1350933213544628	
Clown	Klöppel	Palisade	Lauffläche	0.5952739423289929	0.21607769108945224	
Feuerwerker	Hämmern	Wannenbad	Kicks	0.5952734858122554	0.0847711343897839	
Clown	Motorsäge	Verdeck	Flicken	0.5952693468446505	0.2688475688666072	
Ton	Schlag	Beton	Haken	0.5951592887152882	0.06243404134108379	
Gitarrist	Hämmern	Hornhaut	Abrollen	0.5951164952659874	0.12146062628664897	
Beitrag	Schlagwerk	Börsenblatt	Befestigen	0.5951124555199173	0.16843023485270203	
Fernsprecher	Klaviatur	Reihenhaus	Stickerei	0.5951065144500999	0.25642856982084106	
Anführer	Anschlag	Bastion	Kicks	0.5950524761594941	0.1453563887758886	
Tohuwabohu	Tanz	Quetzal	Knobeln	0.5949179408170929	0.09170002285778751	
Tölpel	Hämmern	Thorax	Abrollen	0.5948746004843146	0.258707258213758	
Songtext	Nachschlag	Luftblase	Bolzen	0.59487214805322	0.1941647791640528	
Minister	Klaviatur	Pfeiler	Stickerei	0.5948023828043412	0.2552314114620419	
Papagei	Taktstock	Halstuch	Handschuh	0.5947563877920156	0.17742424522819483	
Tonleiter	Hämmern	Hemmstoff	Stichsäge	0.5947431172752092	0.2438339901166314	
Musikbox	Motorsäge	Halstuch	Sandpapier	0.5945956271188	0.28046346803660366	
Amokläufer	Streicheln	Sonnenbrand	Verrutschen	0.5945914093894237	0.17381291984418568	
Krähe	Schlag	Träne	Daumen	0.5945754104893353	0.2187967602163876	
Papagei	Nachschlag	Goldene	Rasieren	0.5944776950336248	0.12228473761919442	
Augenzeuge	Klopfen	Asbest	Bolzen	0.5943632857918982	0.17300159363366668	
Radio	Nachschlag	Flügel	Hand	0.5943586382504588	0.16643160418462236	
Lied	Anschlag	Haut	Griff	0.5943254964428163	0.0870173225909698	
Clown	Rohrstock	Schnurrbart	Handfläche	0.5940697512482699	0.2591805110388089	
Sprecherin	Klopfen	Bergwerk	Weben	0.5940349222449245	0.23600634348386995	
Ton	Tanz	Chrom	Textile	0.5939607582557044	0.17374957407223843	
Beitrag	Vibrieren	Innenhof	Bekleidung	0.5939592011139212	0.1928847631622885	
Telegraf	Schlagwerk	Altarbild	Werkstück	0.5938645498128988	0.11477592483382626	
Sirene	Schlag	Bikini	Hacke	0.5938376009746262	0.08079777669865822	
Showmaster	Vibrieren	Edelstein	Tragekomfort	0.5937650146552933	0.1981324630183442	
Zeichentrick	Vibrieren	Stoßfänger	Faltenwurf	0.5936646775677831	0.22002760148564882	
Minister	Tanz	Falter	Weben	0.5934867598551128	0.1438351341642414	
Protestler	Fußtritt	Augenbraue	Fausthieb	0.5934547600323983	0.22797377621989878	
Zeichentrick	Taktstock	Kieselstein	Schlitten	0.5934113155285169	0.15923057358248663	
Papagei	Tanz	Pelikan	Kelle	0.5931938125689703	0.19166782971404683	
Schuljunge	Vibrieren	Muttermal	Schrubber	0.5931642142407457	0.17979736013092332	
Tohuwabohu	Tanz	Walroß	Kicks	0.5931350019099743	0.10163628349734555	
Singvogel	Motorsäge	Augenlid	Fingernagel	0.5930856573619917	0.2149471789407534	
Telegraf	Taktstock	Karosse	Einrad	0.5930793153394537	0.13990665697548052	
Tuba	Klaviatur	Hirnstamm	Riemen	0.5930387226292997	0.24704332766519288	
Musikbox	Tanz	Unze	Gurt	0.5929347871870708	0.13871088152050892	
Musikbox	Klöppel	Gaze	Garn	0.5928346823037135	0.18492971669159505	
Tenor	Klaviatur	Sonde	Riemen	0.5928268409101627	0.2152601872797866	
Saal	Tanz	Tempel	Möbel	0.592793456480423	0.2424361978777917	
Sprachrohr	Hämmern	Zugbrücke	Befestigung	0.5927666273149236	0.1727775365736025	
Schuljunge	Rohrstock	Schnauzbart	Aufhängen	0.5927013401789738	0.10025901391851913	
Holzbläser	Hämmern	Hüttenwerk	Riemen	0.5926700020806764	0.26502723435616665	
Schrei	Klatschen	Stachel	Aufhängen	0.5926411315735124	0.12041134845604276	
Würger	Hämmern	Fadenwurm	Widerhaken	0.592634786755187	0.1657467260625136	
Sinto	Anschlag	Bronchitis	Stichsäge	0.5924315690376916	0.1443430463777487	
Schrei	Fußtritt	Graben	Knie	0.5923094020899905	0.17190358594384536	
Schüler	Tanz	Gebirge	Möbel	0.5922657669848937	0.15042686604465574	
Bombenleger	Schlagstock	Kadaver	Bolzen	0.5922377832360596	0.1857846159684942	
Trauergast	Klopfen	Schindel	Schrubber	0.5920865796660876	0.18479410243035221	
Extremist	Fußtritt	Harnblase	Stichsäge	0.5920708111631151	0.14379339974632585	
Pauker	Rohrstock	Haubitze	Stichsäge	0.5916352742286528	0.11940570484155556	
Musikant	Nachschlag	Atom	Knobeln	0.591610537380524	0.22292535080339546	
Schwalbe	Klatschen	Zebra	Kicks	0.5914256956338454	0.1459647866949003	
Reporter	Fußtritt	Halsband	Fußgelenk	0.5913467576628442	0.14277806264721	
Krachen	Schlag	Viech	Kicks	0.5912984990061523	0.10018152654700192	
Reporter	Fußtritt	Loch	Bein	0.591279195184571	0.10636315385064776	
Ton	Hämmern	Fels	Knie	0.591181753617665	0.14733073399955693	
Reporter	Taktstock	Mantel	Kissen	0.5911750297129686	0.23587105144330492	
Protestler	Klaviatur	Scheidewand	Abrollen	0.5911633337793315	0.11191321664138482	
Schmierfink	Hämmern	Schandfleck	Abrollen	0.591111460057792	0.2426572630811301	
Ohrenzeuge	Hämmern	Rachen	Lidschlag	0.5909649667606957	0.10588514367092561	
Zeichentrick	Schlagstock	Zifferblatt	Handfläche	0.5909571965267202	0.25126814198413827	
Kompressor	Klatschen	Wannenbad	Karabiner	0.5909447999564413	0.23133591356481675	
Posaunist	Klaviatur	Gefach	Werkstück	0.5908409640782116	0.11334719408664175	
Trinkspruch	Streicheln	Granatapfel	Knetmasse	0.5907496462200537	0.27391717701313234	
Trinkspruch	Rohrstock	Fleckchen	Radiergummi	0.5907063754567884	0.18756674324687156	
Kommentar	Hämmern	Brückenkopf	Befestigung	0.5906877396753956	0.1286725105795654	
Verfasser	Klaviatur	Tibeter	Riemen	0.5906602529762467	0.21444596528771187	
Vogel	Schlagwerk	Palisade	Handgriff	0.5906578844311946	0.17920786294066066	
Recorder	Taktstock	Lämpchen	Gestell	0.5905941135660403	0.2288752121335555	
Minister	Klaviatur	Siedlung	Befestigung	0.590410442270841	0.23474437321539238	
Bauchredner	Klöppel	Schnurrbart	Fingerkuppe	0.5903421017155396	0.18738192719203636	
Autokolonne	Rohrstock	Bahndamm	Abrollen	0.5903185141152841	0.23097873080112313	
Clown	Schlagstock	Büschel	Ballen	0.5903105774297551	0.1376728218863003	
Bombenleger	Fußtritt	Skorpion	Spitzhacke	0.590255371067752	0.12888802033623317	
Posaunist	Hämmern	Membrane	Stichsäge	0.5901706189983691	0.2569643742546502	
Monolog	Anschlag	Elektron	Ellbogen	0.590162551618478	0.11384108055761952	
Fernsprecher	Klaviatur	Leitungsbahn	Abrollen	0.5901161177871811	0.10626552678051618	
Vogel	Schlagstock	Fußspur	Strickjacke	0.5900823739282796	0.15644043318530274	
Protestler	Anschlag	Glimmstengel	Stichsäge	0.5900520792925038	0.14919118008910756	
Lehrer	Tanz	Gelände	Möbel	0.5900379758632518	0.3024667103473932	
Beitrag	Tanz	Aquarium	Möbel	0.5899999933563875	0.05997925616698067	
Grunzen	Klopfen	Gebärmutter	Widerhaken	0.5899238692559086	0.14173441425911731	
Showmaster	Taktstock	Stoßfänger	Faltenwurf	0.5898486975017411	0.21570308003313926	
Pfiff	Schlag	Luftblase	Verrutschen	0.589810101982244	0.06798927684512075	
Jingle	Tanz	Parfum	Kicks	0.5898011513861624	0.02119203359936256	
Autofahrer	Anschlag	Schlange	Fausthieb	0.589800404242124	0.11220848366116193	
Anführer	Hämmern	Kavallerie	Karabiner	0.5897391588442953	0.1584662637138645	
Spruch	Taktstock	Flügel	Einrad	0.5897222929039835	0.14808332234412033	
Sandmännchen	Taktstock	Veranda	Schränkchen	0.5896886484414358	0.24483149844788646	
Sprachrohr	Hämmern	Vorhof	Webstuhl	0.5896148248214423	0.1340072629241476	
Megaphon	Fußtritt	Tatze	Fausthieb	0.5895648789552491	0.11889649615684048	
Saal	Schlagstock	Trikot	Schuhwerk	0.5895542774014974	0.3115486553553626	
Sirene	Klatschen	Natter	Karabiner	0.5894571240899297	0.2243304711732181	
Schreihals	Fußtritt	Anorak	Ellbogen	0.5892934745786809	0.1106349168959343	
Zaunkönig	Rohrstock	Faultier	Lidschlag	0.5892054388433264	0.21566982895360615	
Piepser	Hämmern	Sümmchen	Schrubber	0.5892029550740568	0.088277003129136	
Entertainer	Schlagwerk	Seepferdchen	Schreibfeder	0.5889670523880961	0.16146065655822864	
Jingle	Taktstock	Spring	Möbel	0.5888903065848979	0.14770939984390208	
Protestler	Schlagwerk	Felsgestein	Abrollen	0.5888811944615923	0.1638514606419704	
Brecher	Motorsäge	Eisenhut	Fingernagel	0.5887730724296295	0.06486601625854377	
Besetzer	Fußtritt	Umzäunung	Verrutschen	0.5887307167886188	0.11828073347030169	
Autofahrer	Klatschen	Feuerball	Hacke	0.5886739714061825	0.13630730051351297	
Schulleiter	Hämmern	Infanterie	Abrollen	0.5886349718276915	0.2424349861506737	
Lied	Klopfen	Flanke	Paddel	0.5886006091476953	0.07121708745986226	
Plagiator	Fußtritt	Zirrhose	Ellbogen	0.58840561568283	0.1977459665925011	
Musikbox	Taktstock	Palisade	Schnalle	0.5883969806449342	0.31279409618310333	
Bauchredner	Schlagwerk	Felsblock	Ellbogen	0.5882394660158689	0.12749483495733255	
Krähe	Fußtritt	Zebra	Bolzen	0.5882372180607683	0.22279113273981666	
Clown	Motorsäge	Helm	Deckel	0.5881319888394821	0.22285896671780372	
Sprachrohr	Klaviatur	Adreßbuch	Arbeitsgang	0.5881208089820534	0.17186437039197056	
Pfiff	Hämmern	Nautilus	Ellbogen	0.5880369562982228	0.15075660516006928	
Reporter	Taktstock	Brust	Handgelenk	0.5879955356794208	0.2542126846897847	
Protestler	Motorsäge	Klecks	Strick	0.5879697274310945	0.10832996798262456	
Singvogel	Motorsäge	Beiboot	Schraubstock	0.5879434020405202	0.10649717105796995	
Posaunist	Klaviatur	Meßfühler	Stichsäge	0.5878539061164912	0.1383244770829754	
Schulleiter	Anschlag	Erdboden	Abrollen	0.5877857688314928	0.14931213353853237	
Aufzug	Taktstock	Wimpel	Faltenwurf	0.587744540020191	0.16772755466847758	
Verfasser	Hämmern	Patientin	Befestigung	0.5876864194369685	0.1888367077367702	
Anführer	Hämmern	Festung	Abrollen	0.5876130084210108	0.13372078179639663	
Zeichentrick	Klatschen	Rennpferd	Liegestütze	0.587576303909727	0.11112532866009725	
Reporter	Schlagstock	Hochhaus	Messer	0.5875197607873187	0.2364185804651365	
Saal	Tanz	Statue	Webstuhl	0.5875071845683199	0.23165038926412498	
Musikbox	Rohrstock	Tintenfaß	Kettchen	0.5874563066313093	0.11080875788950498	
Bariton	Klopfen	Kalzium	Einrad	0.5874553618379874	0.20874387070123548	
Sängerin	Klopfen	Territorium	Befestigung	0.5874421469366076	0.19301334735653097	
Feuerwerker	Taktstock	Antlitz	Accessoire	0.5873995766921027	0.22651568051214632	
Ohrenzeuge	Hämmern	Bindehaut	Kniescheibe	0.5873233602512093	0.11632497125761024	
Reporterin	Schlagstock	Sternenstaub	Tätowieren	0.5872297030851705	0.23028167073586564	
Vogel	Streicheln	Schildkröte	Handtasche	0.5872255645620467	0.15294455982024008	
Saal	Tanz	Emblem	Sitzfläche	0.5872191148084652	0.23099478173347535	
Vogel	Rohrstock	Stirnlampe	Schuhkarton	0.587214059293399	0.23123875520255113	
Zeichentrick	Rohrstock	Lippenstift	Bügeleisen	0.5870792878545132	0.11714448520260269	
Troubadour	Klaviatur	Nicolette	Schrubber	0.5870427571291145	0.25812836885763596	
Eule	Tanz	Haube	Paddel	0.5869257811727588	0.25675062154615985	
Lehrer	Klaviatur	Viertel	Weben	0.5869013451766477	0.22072214575251348	
Komiker	Klopfen	Pentagon	Bolzen	0.5868720885849558	0.22418037530329768	
Jingle	Streicheln	Lorbeer	Kneten	0.5868651134653431	0.16384092559635138	
Schuljunge	Vibrieren	Schattenriß	Verrutschen	0.5868517089918764	0.2812812961964661	
Vogel	Schlagstock	Helm	Stange	0.5868358806998449	0.17544286866810468	
Musikbox	Motorsäge	Halstuch	Tragetuch	0.5866713948777497	0.29933800181675585	
Trauergast	Hämmern	Glimmer	Abrollen	0.5864098830068879	0.21462845744123957	
Clown	Schlagstock	Reklametafel	Handkarren	0.5863346564937194	0.21913405596408356	
Beitrag	Klaviatur	Landseite	Fixieren	0.5862892273802848	0.18771087910900539	
Sandmännchen	Rohrstock	Schnurrbart	Satteltasche	0.5862695566475685	0.16352199285843275	
Jingle	Klaviatur	Schiebedach	Drehbank	0.5861984000419994	0.1908947605889216	
Sirene	Streicheln	Würmchen	Widerhaken	0.5861843027322887	0.14738879377760616	
Amokläufer	Fußtritt	Nasenbluten	Bolzen	0.5861340120462186	0.1865282037703176	
Sandmännchen	Tanz	Nachbild	Knobeln	0.5860989242760822	0.24018231149819302	
Sinto	Schlagstock	Luftröhre	Fausthieb	0.5860952872840196	0.12654132207100757	
Pauke	Schlag	Keil	Haken	0.5860465088212731	0.04668282388963528	
Reporterin	Schlagstock	Swastika	Lauffläche	0.586006277514187	0.19198731839512348	
Darsteller	Klatschen	Abzeichen	Brosche	0.5858296461854918	0.18258111345002154	
Sinto	Anschlag	Heroin	Bolzen	0.5858138074180235	0.16856975821755116	
Sandmännchen	Motorsäge	Reflektor	Möbelstück	0.5858097367662687	0.22433994387368192	
Anrufer	Klatschen	Elektron	Riemen	0.5856983617003337	0.2107828061735487	
Vogel	Motorsäge	Spiegel	Knie	0.5856507990185249	0.20859495714516504	
Entertainer	Streicheln	Kerzenlicht	Anfertigen	0.5856344452928294	0.16010219655277866	
Krachen	Streicheln	Tropf	Griff	0.5855880529015183	0.06330035803927753	
Vogel	Taktstock	Halstuch	Bettzeug	0.5855334737101824	0.2915258157069449	
Reporter	Rohrstock	Palisade	Schnalle	0.5854220425416905	0.21931315732264595	
Kanzlerin	Tanz	Tiara	Knobeln	0.5854154535606934	0.18274900667453925	
Saal	Schlag	Kreuz	Knie	0.5853600104613781	0.1563333903311986	
Schuljunge	Motorsäge	Feuerkugel	Spitzhacke	0.5853396512441398	0.13402412968349592	
Reporterin	Tanz	Schnauzbart	Ball	0.5852212716673538	0.15585636203717276	
Zaunkönig	Schlagwerk	Leopard	Fausthieb	0.5852033103864446	0.21031898114558054	
Jingle	Streicheln	Siesta	Kneten	0.5851986071995414	0.14603120204738662	
Fiedel	Klöppel	Egge	Abrollen	0.5851791840538163	0.23581649723992437	
Schächter	Schlagwerk	Gegengipfel	Bolzen	0.5849855817751681	0.16877949375314577	
Lied	Klopfen	Spalt	Gurt	0.5849533612581225	0.133436176463017	
Pfiff	Schlag	Eis	Gurt	0.5849407045972205	0.1005834495847334	
Vogel	Rohrstock	Fell	Schnur	0.5848942241252143	0.22147693820449718	
Schreihals	Fußtritt	Schleppnetz	Widerhaken	0.5848211023409342	0.15140683407614428	
Aufschrei	Schlag	Zwinger	Schere	0.5847764052804969	0.2532177257635989	
Sender	Klopfen	Eichel	Schlitten	0.5845684976123492	0.134716392895577	
Hooligan	Fußtritt	Kadaver	Abrollen	0.5844094730203101	0.18905166422947287	
Telegraf	Vibrieren	Radstand	Einrad	0.5843605290976573	0.1523720392883988	
Reporter	Rohrstock	Larve	Messer	0.584349677829263	0.08647517771428835	
Lautsprecher	Rohrstock	Kofferraum	Hosentasche	0.5842530584735885	0.1742147159840579	
Autofahrer	Schlag	Asphalt	Messer	0.5841972932513085	0.0823321494522774	
Klingelton	Schlagwerk	Muttermal	Schraubstock	0.584111178064958	0.12306105774760383	
Aufzug	Schlag	Spitze	Hand	0.5840371720536527	0.1262754875865736	
Radio	Taktstock	Flügel	Hand	0.5839945743026113	0.21359044826960413	
Beitrag	Tanz	Wegweiser	Bekleidung	0.5839615851067215	0.26033699326843	
Schulleiter	Schlagwerk	Patientin	Befestigung	0.5839236126142706	0.19299801195175628	
Eule	Taktstock	Haube	Gurt	0.583897955961309	0.17737711411026405	
Krachen	Anschlag	Plunder	Schere	0.5838707919682572	0.12989009616397024	
Protestler	Anschlag	Radrennbahn	Verrutschen	0.5838549261872016	0.16661149036915313	
Saal	Anschlag	Mauer	Strick	0.5838226209827218	0.21457923642954607	
Papagei	Rohrstock	Raupe	Rucksack	0.5837171480652793	0.2170058133958587	
Pauke	Klaviatur	Rille	Zange	0.583607745337034	0.048767037875983896	
Minister	Klaviatur	Relief	Textile	0.5835438868004249	0.22383985108460794	
Augenzeuge	Anschlag	Schlund	Karabiner	0.5834848789554594	0.17092194841095906	
Showmaster	Streicheln	Kleinode	Knobeln	0.5834750321810064	0.16299817105703227	
Zeichentrick	Klöppel	Halstuch	Kettchen	0.5834433704223885	0.1433857096830153	
Wortlaut	Schlagwerk	Stützpunkt	Befestigung	0.583415362659398	0.20715390160519886	
Interpret	Klopfen	Rosenstock	Webstuhl	0.5833684735567349	0.13837225488739227	
Mischpult	Klatschen	Absorber	Riemen	0.5833462552470757	0.15299984585176343	
Trommler	Klöppel	Amulett	Kicks	0.5832662604675634	0.08022636328530335	
Schuljunge	Streicheln	Hirschgeweih	Kettchen	0.5830944660136477	0.17561806363562257	
Hooligan	Hämmern	Götzenbild	Abrollen	0.5829349046600766	0.18538467121294275	
Hooligan	Motorsäge	Wespe	Strick	0.582863252227638	0.1355553792012766	
Grunzen	Anschlag	Eingeweide	Widerhaken	0.5828075681218874	0.13688685571801107	
Schrei	Schlag	Schnee	Haken	0.5827803253622531	0.08870665730470609	
Schreihals	Fußtritt	Harnleiter	Karabiner	0.5827796221115797	0.12628535235180818	
Monolog	Klopfen	Hirnstamm	Abrollen	0.5826606473973961	0.1993506400610469	
Papagei	Rohrstock	Nachthemd	Handtasche	0.5826391284092737	0.20756421919104717	
Gemurmel	Klopfen	Schnecke	Schrubber	0.5823764493729725	0.12800465034586406	
Musikbox	Schlagstock	Sofa	Deckel	0.5823320981296003	0.2569477243455261	
Amokläufer	Klopfen	Superman	Abrollen	0.5823209946084114	0.23408656732471553	
Zeichentrick	Streicheln	Seepferdchen	Accessoire	0.582221019117284	0.1919653592645316	
Ohrenzeuge	Klöppel	Augenlid	Fingernagel	0.5822057126853982	0.19777786436525843	
Ohr	Schlag	Sand	Bein	0.5820487011701655	0.1798049473243806	
Musikbox	Taktstock	Griffel	Bettzeug	0.5819876721284821	0.12095470714066942	
Vogel	Motorsäge	Schriftzug	Kleidung	0.5819722582816923	0.20559289695643487	
Tenor	Hämmern	Rinne	Garn	0.5819608100124798	0.1923544605590497	
Trinkspruch	Schlagstock	Regenrinne	Spülkasten	0.5818966252554216	0.23443043003650732	
