Words	Pseudowords	n_Syllables	Bewertung	Included	Include? 	Pilot	Sound	Action	Hand Act	Hand is dominant	Geraeusch	Geraeusch_SD	Handlung	Handlung_SD	Visuell	Visuell_SD	Vertrautheit	Vertrautheit_SD	Letters	Lemma_freq	Neighbors	Bigram_freq	Trigram_freq	Natural	Living	Animate	CongResp_S_Prop	CongResp_S_Prop (philosopher exluded)	RT_S_Mean	CongResp_A_Prop	CongResp_A_Prop (philosopher exluded)	RT_A_Mean	LDT_CorrResp_Prop	LDT_RT_Mean	CorrResp_Prop_PW	RT_Mean_PW		First_Miniblock_OddSubs	First_Miniblock_EvenSubs	Rating_Study	Unbekannt_GE	Unbekannt_HA	Unbekannt_VI	Pros	Cons			Phil Comments	Comments Phil	Comments Marie	Comments Gesa						Foot Act	Mouth Act			Category 	AF	Act	Kiefer		Kategorie 		Syllables_raw		Vertrautheit (ORIGINAL)	Geraeusch_SE	Handlung_SE	Visuell_SE	Vertrautheit_SE		RT_S_Sum	CongResp_S_Sum	NonNaNTrials_S	RT_A_Sum	CongResp_A_Sum	NonNaNTrials_A	RT_Sum_W	CorrResp_Sum_W	NonNaNTrials_W	RT_Sum_PW	CorrResp_Sum_PW	NonNaNTrials_PW			
Anzug	Absus	2	1	0,9		0	0	1	1	1	1,26	0,62	4,74	1,29	5,00	1,05	5,81	0,40	5	19,30	2,57	81329,37	53091,14	0	0	0							1,00	582,17	1,00	1004,92				3	0,00	0,00	0,00																									dolch		5,10	0,19	0,29	0,32	0,26		0	0	0	0	0	0	6986	12	12	12059	12	12			
Hupe	Esze	2	1	0,9		0	1	1	1	1	5,94		3,81		1,81		5,62	0,67	4	2,19	15,41	148437,22	142955,23	0	0	0							1,00	608,08	1,00	680,83								very high AF																	o	1	0,2	1				hub-schrau-ber		3,80	0,28	0,38	0,34	0,37		0	0	0	0	0	0	7297	12	12	8170	12	12			
Spaghetti	Frapfatti	3	1	0,9	"highly similar concept to ""Nudel"" -> choose one"	0	0	1	1	0,5	1,43	0,66	4,78	1,28	5,05	1,12	5,95	0,22	9	1,00	0,43	146578,00	38903,03	0	0	0							1,00	592,42	0,92	797,50				3	0,00	0,00	0,00																							Gebäude				5,67	0,18	0,32	0,27	0,13		0	0	0	0	0	0	7109	12	12	9570	11	12			
Spinne	Frinze	2	1	0,9		0	0	0			1,06	0,24	1,78	0,94	4,94	1,30	5,67	0,69	6	6,31	5,99	300152,88	179095,09	1	1	1							1,00	626,58	0,92	748,00								very low AF	highly visual																o	1	1	0				frä-se		4,50	0,12	0,14	0,38	0,41		0	0	0	0	0	0	7519	12	12	8976	11	12			
Geschütz	Geschärm	2	1	0,9		1	1	1	1	1	4,88	1,41	4,71	1,26	3,65	1,50	4,78	1,48	8	14,26	2,57	255244,83	74023,38	0	0	0	0,67	0,64	1001,50	0,67	0,73	1101,25	1,00	687,08	0,83	1015,17																									o	1	1	0				pis-to-le		5,31						12018	8	12	13215	8	12	8245	12	12	12182	10	12			
Giraffe	Girürke	3	1	0,9		0	0	0			1,89	1,08	1,22	0,55	5,61	0,70	5,61	0,85	7	0,95	2,14	200765,75	152846,51	1	1	1																			highly visual												0	1			f	n		1				jo-han-nis-bee-re		4,20						0	0	0	0	0	0	0	0	0	0	0	0			
Flamingo	Glaninga	3	1	0,9		0	0	0			1,61	0,66	1,35	0,88	5,52	0,68	5,33	1,20	8	0,37	1,71	173293,13	27315,87	1	1	1														3	0,00	0,00	0,00																		o	0	0	1				ab-zei-chen		3,67	0,26	0,28	0,45	0,27		0	0	0	0	0	0	0	0	0	0	0	0			
Wurm	Grup	1	1	0,9		0	0	0			1,00		1,80		4,27		5,92	0,28	4	9,48	10,70	66213,18	45739,49	1	1	1							1,00	572,50	1,00	781,08				NachR_VE				very low AF																	o	0	1	1				spa-ten		3,93	0,38	0,31	0,37	0,33		0	0	0	0	0	0	6870	12	12	9373	12	12			
Becher	Heches	2	1	0,9		0	0	1	1	1	1,56	0,78	5,33	0,91	4,17	1,82	6,00	0,00	6	11,40	17,55	485226,10	259847,70	0	0	0																			not very low AF																a	0	0	0				ko-a-la		5,56	0,50	0,53	0,50	0,51		0	0	0	0	0	0	0	0	0	0	0	0			
Herd	Helk	1	1	0,9		0	0	1	1	1	1,00		4,88		3,56		5,96	0,20	4	8,48	20,12	233112,99	61184,13	0	0	0														NachR_VE				very low AF																	n	0	0,5	0						5,75						0	0	0	0	0	0	0	0	0	0	0	0			
Hamburger 	Hosnumger	3	1	0,9		0	0	1	1	0,5	1,61	0,84	4,78	1,28	4,76	1,45	5,71	0,56	10	21,16	5,99	392083,70	216709,60	0	0	0														3	0,00	0,00	0,00																							Tier		al-li-ga-tor		4,92	0,23	0,09	0,28	0,27		0	0	0	0	0	0	0	0	0	0	0	0			
Eimer	Jämer	2	2	0,9		0	0	1	1	1	1,75	1,13	4,00	1,46	4,19	1,60	5,75	0,77	5	7,15	11,56	326205,33	214364,96	0	0	0																				not very low AF															a	1	0	1				krä-he		4,07	0,27	0,40	0,36	0,22		0	0	0	0	0	0	0	0	0	0	0	0			
Jeans	Jauhn	1	1	0,9		0	0	1	1	0,5	1,43	0,79	5,00	1,17	4,52	1,25	5,90	0,30	5	1,64	7,71	133375,48	75610,77	0	0	0							1,00	602,33	1,00	850,00				3	0,00	0,00	0,00																		o	0	1	1				lu-pe		3,25						0	0	0	0	0	0	7228	12	12	10200	12	12			
Blinker	Kninger	2	4	0,9	besser nicht (im Pilot für Geräusch mehr inkongruente Antworten als kongruente)	1	1	1	1		4,04	1,02	4,96	1,02	4,38	1,66	5,76	0,62	7	0,66	5,57	419936,01	216358,74	0	0	0	0,33	0,27	837,83	0,58	0,64	1111,75	1,00	680,67	0,92	1000,33				3	0,00	0,00	0,00						konkretes Objekt? 												o	1	1	0				uhr		6,00	0,51	0,18	0,28	0,30		10054	4	12	13341	7	12	8168	12	12	12004	11	12			
Karpfen	Koiffen	2	1	0,9		0	0	0			1,38	0,62	1,88	0,89	3,88	1,71	4,75	1,81	7	2,57	3,85	425556,95	345461,60	1	1	1							1,00	670,50	1,00	776,17								very low AF																	a	0,5	0	0						4,44						0	0	0	0	0	0	8046	12	12	9314	12	12			
Krebs	Krehl	1	1	0,9	intuitiv mit Handlungen assoziiert (essen)	0	0	0			1,52	0,73	1,70	1,06	4,57	1,72	5,62	0,97	5	11,34	6,42	134744,60	81666,28	1	1	1							1,00	603,33	0,75	866,58				3	0,00	0,00	0,00																		a	0,5	0	0						5,06	0,30	0,43	0,36	0,50		0	0	0	0	0	0	7240	12	12	10399	9	12			
Zeichnung 	Neichtung	2	1	0,9	"similar concept to ""Skizze"" -> best choose one"	0	0	1	1	1	1,30	0,76	5,13	1,10	4,48	1,50	5,81	0,51	10	22,76	1,28	411236,21	134172,60	0	0	0							1,00	581,25	0,92	942,42				3	0,00	0,00	0,00																		o	0	0	1				denk-mal		3,93						0	0	0	0	0	0	6975	12	12	11309	11	12			
Stier	Prier	1	3	0,9	besser nicht (im Pilot für Geräusch mehr inkongruente Antworten als kongruente)	1	1	0			3,94	1,39	1,89	1,13	5,22	0,81	5,50	1,04	5	5,80	9,85	411345,48	235880,34	1	1	1	0,33	0,27	1052,75	1,00	1,00	908,00	1,00	659,17	0,92	966,75									not very high AF																o	0	0,5	0						5,63	0,20	0,40	0,51	0,22		12633	4	12	10896	12	12	7910	12	12	11601	11	12			
Hubschrauber	Pufschnauner	3	4	0,9	besser nicht (im Pilot für Handlung mehr inkongruente Antworten als kongruente)	1	1	0			5,20		2,47		4,73		5,88	0,45	12	3,05	2,57	576997,42	261612,89	0	0	0	1,00	1,00	766,67	0,25	0,18	1094,33	1,00	643,33	0,92	1117,25				NachR_VE				very high AF	probably lexicalized compound	very long	not very low Act	eher no (intuitively too strongly associated with actions)			finde ich ok										o	0	0,2	1				bal-ken		3,40						9200	12	12	13132	3	12	7720	12	12	13407	11	12			
Ausweis	Pulwies	2	2	0,9		0	0	1	1	1	1,00	0,00	4,44	1,25	4,28	1,90	6,00	0,00	7	6,14	2,57	246277,69	107033,64	0	0	0							1,00	598,67	1,00	688,25								very low AF																						Hilfsmittel				5,76	0,22	0,35	0,39	0,12		0	0	0	0	0	0	7184	12	12	8259	12	12			
Bombe	Sämbe	2	1	0,9		1	1	1	1	0,5	5,33	0,91	4,67	1,08	3,17	1,58	5,33	1,33	5	21,71	8,13	201836,50	153029,50	0	0	0	1,00	1,00	809,33	0,58	0,64	1084,25	1,00	605,67	1,00	757,33								very high AF																	o	0	1	0				tuch		6,00	0,65	0,65	0,50	0,55		9712	12	12	13011	7	12	7268	12	12	9088	12	12			
Beutel	Säutel	2	2	0,9		0	0	1	1	1	1,50	0,73	4,25	1,53	3,44	1,36	5,94	0,25	6	5,44	7,71	166925,30	55385,15	0	0	0																		very low AF																	a	0,5	0	0						5,44						0	0	0	0	0	0	0	0	0	0	0	0			
Weste	Soste	2	1	0,9		0	0	1	1	1	1,26	0,62	4,87	1,10	4,10	1,45	5,52	0,81	5	4,90	25,69	324340,86	192576,94	0	0	0							1,00	671,92	1,00	788,58				3	0,00	0,00	0,00																		a	0	0	0				kro-ko-dil		5,44						0	0	0	0	0	0	8063	12	12	9463	12	12			
Krabbe	Spabbe	2	1	0,9	intuitiv mit Handlungen assoziiert (essen)	0	0	0			1,61	0,78	1,57	1,04	4,62	1,47	5,24	1,14	6	2,04	3,85	223150,23	150573,59	1	1	1							1,00	620,58	1,00	857,17				3	0,00	0,00	0,00																		f	0	0,5	1				ba-si-li-kum		4,67						0	0	0	0	0	0	7447	12	12	10286	12	12			
Bluse	Spude	2	2	0,9		0	0	1	1	0,5	1,17	0,58	4,43	1,34	4,14	1,62	5,86	0,36	5	6,78	6,85	209552,84	156817,51	0	0	0														3	0,00	0,00	0,00																		a	1	0,2	1				lö-we		3,33	0,18	0,38	0,30	0,06		0	0	0	0	0	0	0	0	0	0	0	0			
Makrele	Taklese	3	2	0,9	intuitiv mit Handlungen assoziiert (essen)	0	0	0			1,31	0,60	1,88	0,72	3,13	1,86	4,13	1,63	7	0,56	0,43	253909,30	160078,72	1	1	1							0,92	685,67	1,00	775,75								very low AF																	o	0	1	1				couch		5,60						0	0	0	0	0	0	8228	11	12	9309	12	12			
Metronom	Techonym	3	4	0,9	besser nicht (im Pilot für Handlung mehr inkongruente Antworten als kongruente)	1	1	0			5,25		2,63		3,06		5,46	0,98	8	0,28	0,86	125453,35	54893,33	0	0	0	0,75	0,82	895,33	0,33	0,36	1092,58	1,00	815,83	1,00	994,67				NachR_VE				very high AF	musical instr (only appear as high AF)			Notfall x (not very low Act, but intuitively not strongly associated with actions)													m	1	1	1				man-do-li-ne		3,71	0,38	0,14	0,28	0,35		10744	9	12	13111	4	12	9790	12	12	11936	12	12			
Bikini	Tikifa	3	1	0,9		0	0	1	1	0,5	1,13	0,34	4,61	1,27	4,95	1,36	5,81	0,51	6	0,37	0,86	127555,45	29661,79	0	0	0							1,00	605,50	1,00	702,67				3	0,00	0,00	0,00																		a	m		1				see-hund		2,93						0	0	0	0	0	0	7266	12	12	8432	12	12			
Hose	Wode	2	1	0,9		0	0	1	1	0,5	1,26	0,62	4,78	1,35	4,43	1,50	5,95	0,22	4	22,22	26,54	185529,61	149527,39	0	0	0														3	0,00	0,00	0,00																		o	0	0,8	1				ker-ze		4,93	0,38	0,09	0,34	0,20		0	0	0	0	0	0	0	0	0	0	0	0			
Tiger	Zäger	2	3	0,9	Notfall x	0	1	0			3,72	1,49	1,28	0,57	5,44	0,86	5,61	1,14	5	7,85	11,99	368896,10	214913,30	1	1	1							1,00	559,00	0,92	723,08									not high AF			ja (intuitiv high AF)													a	0	0	1				tin-ten-fisch		3,07	0,37	0,09	0,32	0,29		0	0	0	0	0	0	6708	12	12	8677	11	12			
Dohle	Zühle	2	1	0,9		0	1	0			4,13	1,77	1,07	0,27	3,21	1,42	4,31	1,62	5	0,47	8,99	195045,62	159599,48	1	1	1							0,42	1014,08	1,00	701,42								very high AF																	o	n		1				kor-ken-zie-her		4,87						0	0	0	0	0	0	12169	5	12	8417	12	12			
Kind		1	3	0,9	"NATURAL; extremely high frequent as compared to other words"	0	1	1	1	0,5	4,72	0,89	4,78	1,77	4,78	1,17	5,89	0,32	4	493,52	24,83	192011,50	93138,76	1	1	1																																			a	1	0	1				rot-kehl-chen		3,60	0,31	0,35	0,34	0,36		0	0	0	0	0	0	0	0	0	0	0	0			
Biene		2	4	0,9	NATURAL	0	1	1	0,5	0,5	5,10		3,70		4,30		5,96	0,20	5	11,69	13,70	451558,35	172133,74	1	1	1														NachR_VE				very high AF	not really external actions			im absoluten Notfall (ziemlich niedriges Act-Rating für high Act)													a	0	0	1				schne-cke		4,67						0	0	0	0	0	0	0	0	0	0	0	0			
Esel		2	4	0,9	Notfall x (vgl. Stier?)	0	1	0			3,81	1,33	2,75	1,44	4,69	1,25	5,56	0,73	4	8,83	13,70	95840,41	37716,30	1	1	1																			not very high AF			Notfall (not very high AF, not low Act)													o	0	1	0				um-schlag		5,89						0	0	0	0	0	0	0	0	0	0	0	0			
Zecke		2	2	0,9		0	0	0			1,06	0,24	1,89	1,02	4,22	1,80	5,39	0,98	5	0,54	12,41	168046,90	145459,88	1	1	1																		very low AF																	o	0,5	1	0						5,28						0	0	0	0	0	0	0	0	0	0	0	0			
Igel		2	2	0,9		0	0	0			1,53		1,80		5,33		5,96	0,20	4	2,16	5,57	113268,43	29382,28	1	1	1														NachR_VE					highly visual & short												1				o	1	1	0				lok		5,56	0,24	0,15	0,33	0,26		0	0	0	0	0	0	0	0	0	0	0	0			
Panda 		2	1	0,9		0	0	0			1,61	0,72	1,39	0,66	5,43	0,87	5,43	1,08	6	0,23	11,56	146178,09	31912,39	1	1	1														3	0,00	0,00	0,00																							Nahrungsmittel				5,29	0,13	0,37	0,44	0,25		0	0	0	0	0	0	0	0	0	0	0	0			
Fuchs		1	1	0,9		0	0	0			1,74	0,92	1,30	0,56	5,14	1,39	5,57	1,08	5	12,57	8,99	218631,76	88885,64	1	1	1														3	0,00	0,00	0,00																		o	0,5	1	0						6,00	0,26	0,40	0,44	0,09		0	0	0	0	0	0	0	0	0	0	0	0			
Luchs		1	2	0,9		0	0	0			1,94	1,06	1,11	0,32	5,11	1,32	5,22	1,22	5	0,96	11,99	215930,34	86205,26	1	1	1																			highly visual & short																o	y		1						4,13						0	0	0	0	0	0	0	0	0	0	0	0			
Messer		2	1	0,9		0	0	1	1	1	1,25		5,38		4,00		6,00	0,00	6	28,28	16,27	396679,19	225248,53	0	0	0														NachR_VE				very low AF																	o	0	1	1				wie-ge		3,53	0,34	0,42	0,34	0,34		0	0	0	0	0	0	0	0	0	0	0	0			
Jacke		2	1	0,9		0	0	1	1	1	1,44	0,70	5,28	0,83	4,44	1,42	6,00	0,00	5	10,55	14,98	171677,05	142381,23	0	0	0																		very low AF																	o	0	0	1				fun-da-ment		5,05	0,36	0,39	0,41	0,40		0	0	0	0	0	0	0	0	0	0	0	0			
Meißel		2	2	0,9		0	1	1	1	1	4,00	1,53	5,28	1,02	4,11	1,78	4,94	1,30	6	1,07	5,14	150622,02	37861,78	0	0	0																																			o	0	1	1				ses-sel		4,88	0,20	0,23	0,40	0,06		0	0	0	0	0	0	0	0	0	0	0	0			
Mantel		2	1	0,9		0	0	1	1	1	1,44	0,92	5,17	0,86	4,17	1,58	5,72	0,83	6	34,11	11,56	206497,24	54848,89	0	0	0																		very low AF																	f	0	0,8	1				zi-tro-ne		4,67	0,21	0,26	0,37	0,31		0	0	0	0	0	0	0	0	0	0	0	0			
Tablette		3	1	0,9	"highly similar concept to ""Pille"" & highly similar word form to ""Tablett"" -> choose one"	0	0	1	1	0,8	1,17	0,38	5,17	0,86	4,17	1,86	5,94	0,24	8	2,53	2,14	295345,23	174867,02	0	0	0																		very low AF																						Natur 				4,10	0,31	0,15	0,36	0,39		0	0	0	0	0	0	0	0	0	0	0	0			
Tasche		2	1	0,9		0	0	1	1	1	1,44	0,86	5,11	0,96	3,89	1,71	5,94	0,24	6	38,08	11,99	372425,32	218229,47	0	0	0																		very low AF																	o	1	1	0				häcks-ler		4,76	0,21	0,12	0,42	0,38		0	0	0	0	0	0	0	0	0	0	0	0			
Stuhl		1	1	0,9		0	0	1	1	0,8	1,75	1,06	4,94	1,34	4,50	1,71	5,94	0,25	5	50,37	7,71	66264,30	49745,40	0	0	0																																			a	1	0,2	0				en-te		5,56						0	0	0	0	0	0	0	0	0	0	0	0			
Leiter		2	1	0,9		0	0	1	1	1	1,57	0,90	4,83	0,98	4,62	1,60	5,71	0,56	6	69,21	14,55	488458,05	241557,14	0	0	0														3	0,00	0,00	0,00															1			m	1	1	0				kla-ri-net-te		5,56	0,11	0,18	0,41	0,30		0	0	0	0	0	0	0	0	0	0	0	0			
Koffer		2	1	0,9	Gesa: finde ich auch gut	0	0	1	1	1	1,72	0,75	4,78	1,11	4,33	1,68	5,94	0,24	6	20,23	6,42	313198,00	214604,64	0	0	0																			not very low AF																a	0	0	0				kän-gu-ruh		5,38	0,38	0,08	0,18	0,31		0	0	0	0	0	0	0	0	0	0	0	0			
Umschlag		2	1	0,9	"highly similar concept to ""Kuvert"" -> choose one"	0	0	1	1	1	1,56	0,78	4,67	1,08	3,94	1,63	5,89	0,32	8	11,64	2,57	233197,89	79985,05	0	0	0																			zusammengesetzt 																					Fortbewegungsmittel		ka-nu		5,33	0,19	0,25	0,33	0,21		0	0	0	0	0	0	0	0	0	0	0	0			
Kleid		1	1	0,9		0	0	1	1	0,5	1,26	0,54	4,65	1,23	4,67	1,39	5,81	0,51	5	47,85	8,99	172907,03	62133,44	0	0	0														3	0,00	0,00	0,00														1				o	0	1	0				ball		5,56	0,16	0,38	0,44	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Toast 		1	1	0,9		0	0	1	1	1	1,78	0,74	4,65	1,27	4,10	1,64	5,86	0,36	6	2,92	6,85	159120,82	108321,09	0	0	0														3	0,00	0,00	0,00																		o	0	0,8	0				ha-ken		5,67						0	0	0	0	0	0	0	0	0	0	0	0			
Puppe		2	1	0,9		0	0	1	1	1	1,75	0,86	4,63	1,15	4,81	1,33	5,81	0,75	5	10,43	10,27	149794,25	144305,84	0	0	0																			highly visual																					Natur 		stein-schlag		5,33	0,32	0,18	0,32	0,21		0	0	0	0	0	0	0	0	0	0	0	0			
Rekorder		3	2	0,9	macht selbst kein Geräusch, aber trotzdem stark mit Geräuschen assoziiert	0	1	1	1		4,22	1,48	4,48	1,27	3,19	1,21	5,24	1,04	8	0,17	1,71	434381,92	260058,61	0	0	0														3	0,00	0,00	0,00						agreed ->	macht selbst keine Geräusche																Fortbewegungsmittel		fäh-re		5,38	0,28	0,29	0,31	0,19		0	0	0	0	0	0	0	0	0	0	0	0			
Schrank		1	2	0,9		0	0	1	1	1	1,56	0,96	4,38	1,86	4,06	1,53	6,00	0,00	7	15,98	6,42	256755,07	52214,53	0	0	0																																								Hilfsmittel		zi-ga-ret-te		5,67	0,18	0,14	0,32	0,21		0	0	0	0	0	0	0	0	0	0	0	0			
Apfel		2	3	0,9	NATURAL	0	0	1	1	0,8	2,00		4,33		4,33		5,96	0,20	5	13,15	4,71	75850,81	39992,64	1	0	0														NachR_VE					food (only appear as low AF)	not very low AF																				menschengemachtes Objekt		ther-mo-me-ter		5,43	0,06	0,29	0,37	0,19		0	0	0	0	0	0	0	0	0	0	0	0			
Regal		2	2	0,9		0	0	1	1	1	1,06	0,24	4,33	1,53	4,17	1,54	5,83	0,51	5	6,52	10,27	73293,53	32012,73	0	0	0																		very low AF																	a	0,8	0,5	0						5,75	0,39	0,30	0,35	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Krone		2	2	0,9		0	0	1	1	1	1,26	0,54	4,22	1,57	5,48	0,87	5,71	0,56	5	31,31	12,41	225971,33	161811,26	0	0	0														3	0,00	0,00	0,00						unklar, ob low Act												o	0	1	0				stöp-sel		5,61	0,31	0,24	0,29	0,19		0	0	0	0	0	0	0	0	0	0	0	0			
Wiege		2	2	0,9		0	0	1	1	1	1,60		4,13		4,40		5,67	0,64	5	5,85	12,41	303828,48	164258,77	0	0	0														NachR_VE						not very low AF																				Natur 		berg		5,81	0,12	0,30	0,25	0,11		0	0	0	0	0	0	0	0	0	0	0	0			
Torte		2	2	0,9	"highly similar concept to ""Kuchen"" -> choose one"	0	0	1	1	0,8	1,44	0,73	4,13	1,50	4,75	1,18	5,94	0,25	5	2,62	16,70	259228,49	172835,84	0	0	0																		very low AF	food (only appear as low AF)		highly visual														a	0,2	0	0						5,44	0,20	0,52	0,50	0,31		0	0	0	0	0	0	0	0	0	0	0	0			
Magnet		2	2	0,9		0	0	1	1	1	1,06		4,06		2,06		5,88	0,34	6	3,00	5,14	179263,71	110843,09	0	0	0														NachR_VE				very low AF																	a	0	0	0				spin-ne		5,67	0,10	0,29	0,39	0,17		0	0	0	0	0	0	0	0	0	0	0	0			
Reis		1	3	0,9	NATURAL	0	0	1	1	0,8	1,33		3,93		4,07		5,96	0,20	4	7,77	29,54	197902,82	88007,15	1	0	0														NachR_VE				very low AF	food (only appear as low AF)	not very high Act															o	0	0,2	1				pfei-ler		3,20	0,35	0,17	0,26	0,22		0	0	0	0	0	0	0	0	0	0	0	0			
Paprika		3	3	0,9	NATURAL	0	0	1	1	0,8	1,00		3,87		4,27		6,00	0,00	7	2,81	1,71	56136,44	22355,38	1	0	0														NachR_VE				very low AF	food (only appear as low AF)	not very high Act															p	0	0	1				tan-ne		4,40	0,22	0,30	0,40	0,26		0	0	0	0	0	0	0	0	0	0	0	0			
Peperoni		4	3	0,9	NATURAL	0	0	1	1	0,8	1,07		3,87		4,53		5,88	0,34	8	0,04	0,43	245648,47	22682,97	1	0	0														NachR_VE				very low AF	food (only appear as low AF)	infrequent	not high action														f	0	0,8	1				a-pri-ko-se		4,40						0	0	0	0	0	0	0	0	0	0	0	0			
Gurke		2	3	0,9	NATURAL	0	0	1	1	0,8	1,44	0,70	3,83	1,42	4,56	1,62	6,00	0,00	5	4,41	7,28	183221,40	150251,76	1	0	0																		very low AF	food (only appear as low AF)	not very high Act															o	0	0	1				ab-bil-dung		4,80	0,06	0,40	0,38	0,20		0	0	0	0	0	0	0	0	0	0	0	0			
Mandarine		4	3	0,9	NATURAL	0	0	1	1	0,8	1,56	0,86	3,83	1,50	4,67	1,33	6,00	0,00	9	1,02	2,14	439952,95	202887,48	1	0	0																			food (only appear as low AF)	highly visual															o	0	0	1				ge-mäl-de		4,00	0,22	0,20	0,37	0,19		0	0	0	0	0	0	0	0	0	0	0	0			
Olive		3	3	0,9	NATURAL	0	0	1	1	0,8	1,00		3,80		4,73		5,92	0,28	5	1,68	6,85	176649,76	136265,14	1	0	0														NachR_VE				very low AF	food (only appear as low AF)	highly visual	not high action														a	1	0	1				eu-le		3,73						0	0	0	0	0	0	0	0	0	0	0	0			
Aubergine		4	3	0,9	NATURAL	0	0	1	1	0,8	1,00		3,73		4,40		5,79	0,66	9	0,26	1,71	502601,17	208444,03	1	0	0														NachR_VE				very low AF	food (only appear as low AF)	not very high Act															o	0	1	0				tisch		5,81						0	0	0	0	0	0	0	0	0	0	0	0			
Meer		1	4	0,9	inanimate	0	1	0			4,65	1,27	2,57	1,47	4,67	0,97	5,76	0,62	4	64,88	26,54	297366,45	209877,42	1	0	0														3	0,00	0,00	0,00		nicht eindeutig low Act	eher Masse als Objekt			eher Masse als Objekt												a	1	0	0						3,33						0	0	0	0	0	0	0	0	0	0	0	0			
Motorrad	Sotorgid	3	3	0,8	compound	0	1	1	1	0,8	5,31	0,95	5,44	1,09	4,81	1,28	5,50	1,10	8	4,97	2,57	111791,07	58531,67	0	0	0							1,00	622,67	1,00	833,25								very high AF	probably lexicalized compound																					Nahrungsmittel		sa-la-mi		5,81	0,10	0,28	0,35	0,09		0	0	0	0	0	0	7472	12	12	9999	12	12			
Schnake		2	3	0,8	NATURAL	0	1	1	0,8	0,8	4,87		3,93		3,87		3,63	2,06	7	0,20	3,42	327767,87	173943,30	1	1	1														NachR_VE				animal (have too little natural items among high AF, high Act)	infrequent																					Transport				5,00	0,31	0,23	0,35	0,30		0	0	0	0	0	0	0	0	0	0	0	0			
Garnele		3	2	0,8		0	0	0			1,19	0,40	2,19	1,05	4,31	1,45	5,06	1,39	7	0,23	0,86	280737,55	158184,14	1	1	1																		very low AF				im Notfall (durchaus mit gewissen Handlungen assoziiert: Essen)													o	0,5	1	0						5,31	0,14	0,09	0,23	0,27		0	0	0	0	0	0	0	0	0	0	0	0			
Ameise		3	2	0,8		0	0	0			1,07		2,00		4,07		5,96	0,20	6	5,38	1,28	328107,00	167247,83	1	1	1														NachR_VE				very low AF																	n									5,07						0	0	0	0	0	0	0	0	0	0	0	0			
Lachs		1	2	0,8		0	0	0			1,28	0,67	1,89	1,02	4,44	1,38	5,56	0,86	5	2,25	14,98	220566,59	90942,30	1	1	1																		very low AF																						Hilfsmittel				5,90	0,24	0,16	0,26	0,07		0	0	0	0	0	0	0	0	0	0	0	0			
Maulwurf		2	2	0,8		0	0	0			1,00		1,67		4,47		5,92	0,28	8	2,32	1,71	88289,52	32935,15	1	1	1														NachR_VE				very low AF	probably lexicalized compound						finde ich ok										a	0	0	0				qual-le		5,44	0,27	0,24	0,48	0,22		0	0	0	0	0	0	0	0	0	0	0	0			
Alpaka		3	2	0,8		0	0	0			2,17	1,34	1,48	0,59	4,43	1,47	4,71	1,45	6	0,10	1,71	39410,17	28926,57	1	1	1														3	0,00	0,00	0,00		nicht sehr low AF																n									5,13	0,14	0,34	0,45	0,26		0	0	0	0	0	0	0	0	0	0	0	0			
Lama		2	2	0,8		0	0	0			2,09	1,08	1,43	0,59	4,76	1,45	5,14	1,31	4	1,10	25,26	39001,54	18719,07	1	1	1														3	0,00	0,00	0,00		nicht sehr low AF																a	1	0	1				e-le-fant		3,67	0,29	0,32	0,50	0,13		0	0	0	0	0	0	0	0	0	0	0	0			
Alligator		4	2	0,8		0	0	0			1,99	1,15	1,22	0,43	4,51	1,52	4,92	1,55	9	0,28	0,86	249419,80	141105,04	1	1	1														3	0,00	0,00	0,00						Nach-Rating (da seltsam hohes AF-Rating)? ABER: unser eigenes Rating																	Natur 		ge-röll		5,10	0,31	0,20	0,31	0,26		0	0	0	0	0	0	0	0	0	0	0	0			
Koala		3	2	0,8		0	0	0			2,00	1,28	1,22	0,55	5,06	1,26	5,56	0,78	5	0,04	5,14	63396,64	24143,49	1	1	1																			infrequent																a	0,8	0	1						3,07						0	0	0	0	0	0	0	0	0	0	0	0			
Staubsauger		3	2	0,8		0	1	1	1	1	4,88		5,63		3,13		5,92	0,28	11	1,61	2,14	466596,21	237379,04	0	0	0														NachR_VE					probably lexicalized compound	very long					finde ich ok																			4,90	0,19	0,32	0,36	0,31		0	0	0	0	0	0	0	0	0	0	0	0			
Füller 		2	2	0,8	intuitiv low AF	0	0	1	1	1	2,09	1,08	5,48	0,67	4,10	1,37	5,86	0,48	7	0,34	7,71	342314,32	218015,64	0	0	0														3	0,00	0,00	0,00		nicht sehr low AF				find ich okay	too colloquial?											mo	y		1						3,50						0	0	0	0	0	0	0	0	0	0	0	0			
Bratsche		2	2	0,8		0	1	1	1	1	5,50	1,03	5,44	0,89	3,63	1,54	4,31	1,20	8	0,83	5,14	414404,56	234418,76	0	0	0																		very high AF	musical instr (only appear as high AF)													1			o	1	1	0				trö-te		4,81	0,00	0,25	0,41	0,12		0	0	0	0	0	0	0	0	0	0	0	0			
Kaffee		2	2	0,8		0	0	1	1		2,04	1,02	5,04	1,11	3,86	1,65	6,00	0,00	6	39,04	9,42	171570,27	151604,11	0	0	0														3	0,00	0,00	0,00		nicht sehr low AF				eher Masse als Objekt												a	1	0	0				pa-vi-an		5,19						0	0	0	0	0	0	0	0	0	0	0	0			
